Orthogroup	AF303741	AF371960	AY521625	AY894343	BD143114	GQ273492	HF920633	HF920637	KC244182	KF938901	KT804738	KX643370	LS484712	MF599468	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MN803438	MT521409	MT798582	MT926123	MT986830	MW139932	NC_005946	OK042108	OK042109	OL774653	OL774654	OL774655	OM037668	ON075463	ON740976	ON743042	OP009387	OQ475017
OG0000108		hypothetical protein AF371960.1_00039		hypothetical protein MK689686.1_00037	hypothetical protein MK689686.1_00037	hypothetical protein GQ273492.1_00038					hypothetical protein MK689686.1_00037				hypothetical protein MG570131.1_00039	hypothetical protein MG570132.1_00039	hypothetical protein MK689686.1_00037	hypothetical protein MK689686.1_00037	hypothetical protein MK689686.1_00037	hypothetical protein AF371960.1_00039	hypothetical protein MK689686.1_00037	hypothetical protein AF371960.1_00039				hypothetical protein MK689686.1_00037	hypothetical protein AF371960.1_00039	hypothetical protein AF371960.1_00039	hypothetical protein MK689686.1_00037		hypothetical protein MK689686.1_00037	hypothetical protein MK689686.1_00037	hypothetical protein MK689686.1_00037	hypothetical protein MK689686.1_00037	hypothetical protein MK689686.1_00037		hypothetical protein MK689686.1_00037	hypothetical protein MK689686.1_00037		hypothetical protein AF371960.1_00039	OQ475017.1 - hypothetical protein translation OQ475017.1_00038
OG0000109		hypothetical protein AF371960.1_00043		ORF039 ORF039_refgen	ORF039 ORF039_refgen				ORF039 ORF040_refgen		ORF039 ORF040_refgen				hypothetical protein MG570131.1_00043	hypothetical protein MG570132.1_00043	ORF039 ORF039_refgen	ORF039 ORF039_refgen	ORF039 ORF039_refgen	hypothetical protein AF371960.1_00043	ORF039 ORF039_refgen	hypothetical protein AF371960.1_00043					hypothetical protein AF371960.1_00043	hypothetical protein AF371960.1_00043	ORF039 ORF039_refgen		ORF039 ORF039_refgen	ORF039 ORF039_refgen	ORF039 ORF039_refgen	ORF039 ORF039_refgen	ORF039 ORF039_refgen		ORF039 ORF039_refgen	ORF039 ORF039_refgen	ORF039 ORF039_refgen	hypothetical protein AF371960.1_00043	OQ475017.1 - hypothetical protein translation OQ475017.1_00042
OG0000110		hypothetical protein AF371960.1_00071		hypothetical protein MK689686.1_00069	hypothetical protein MK689686.1_00069						hypothetical protein MK689686.1_00069				hypothetical protein MG570131.1_00069	hypothetical protein MG570132.1_00069	hypothetical protein MK689686.1_00069	hypothetical protein MK689686.1_00069	hypothetical protein MK689686.1_00069	hypothetical protein AF371960.1_00071	hypothetical protein MK689686.1_00069	hypothetical protein AF371960.1_00071				hypothetical protein MK689686.1_00069	hypothetical protein AF371960.1_00071	hypothetical protein AF371960.1_00071	hypothetical protein MK689686.1_00069		hypothetical protein MK689686.1_00069	hypothetical protein MK689686.1_00069	hypothetical protein MK689686.1_00069	hypothetical protein MK689686.1_00069	hypothetical protein MK689686.1_00069		hypothetical protein MK689686.1_00069	hypothetical protein MK689686.1_00069	hypothetical protein MK689686.1_00069	hypothetical protein AF371960.1_00071	OQ475017.1 - hypothetical protein translation OQ475017.1_00068
OG0000111		hypothetical protein AF371960.1_00114			hypothetical protein MK689686.1_00113	hypothetical protein GQ273492.1_00111			hypothetical protein MK689686.1_00113		hypothetical protein MK689686.1_00113				hypothetical protein MG570131.1_00111	hypothetical protein MG570132.1_00111	hypothetical protein MK689686.1_00113	hypothetical protein MK689686.1_00113	hypothetical protein MK689686.1_00113	hypothetical protein AF371960.1_00114	hypothetical protein MK689686.1_00113	hypothetical protein AF371960.1_00114				hypothetical protein MK689686.1_00113		hypothetical protein AF371960.1_00114	hypothetical protein MK689686.1_00113		hypothetical protein MK689686.1_00113	hypothetical protein MK689686.1_00113	hypothetical protein MK689686.1_00113	hypothetical protein MK689686.1_00113	hypothetical protein MK689686.1_00113		hypothetical protein MK689686.1_00113	hypothetical protein MK689686.1_00113	hypothetical protein MK689686.1_00113	hypothetical protein AF371960.1_00114	OQ475017.1 - hypothetical protein translation OQ475017.1_00113
OG0000112		hypothetical protein AF371960.1_00072		hypothetical protein MK689686.1_00070	hypothetical protein MK689686.1_00070				hypothetical protein MK689686.1_00070		hypothetical protein MK689686.1_00070						hypothetical protein MK689686.1_00070	hypothetical protein MK689686.1_00070	hypothetical protein MK689686.1_00070	hypothetical protein AF371960.1_00072	hypothetical protein MK689686.1_00070	hypothetical protein AF371960.1_00072				hypothetical protein MK689686.1_00070	hypothetical protein AF371960.1_00072	hypothetical protein AF371960.1_00072	hypothetical protein MK689686.1_00070		hypothetical protein MK689686.1_00070	hypothetical protein MK689686.1_00070	hypothetical protein MK689686.1_00070	hypothetical protein MK689686.1_00070	hypothetical protein MK689686.1_00070		hypothetical protein MK689686.1_00070	hypothetical protein MK689686.1_00070	hypothetical protein MK689686.1_00070	hypothetical protein AF371960.1_00072	OQ475017.1 - hypothetical protein translation OQ475017.1_00069
OG0000113		hypothetical protein AF371960.1_00077		ORF070 ORF070_refgen	ORF070 ORF070_refgen				ORF070 ORF070_refgen		ORF070 ORF070_refgen						ORF070 ORF070_refgen	ORF070 ORF070_refgen	ORF070 ORF070_refgen	hypothetical protein AF371960.1_00077	ORF070 ORF070_refgen	hypothetical protein AF371960.1_00077				ORF070 ORF070_refgen	hypothetical protein AF371960.1_00077	hypothetical protein AF371960.1_00077	ORF070 ORF070_refgen		ORF070 ORF070_refgen	ORF070 ORF070_refgen	ORF070 ORF070_refgen	ORF070 ORF070_refgen	ORF070 ORF070_refgen		ORF070 ORF070_refgen	ORF070 ORF070_refgen	ORF070 ORF070_refgen	hypothetical protein AF371960.1_00077	
OG0000114	hypothetical protein AF303741.1_00106, hypothetical protein AF303741.1_00170		AY521625.1 - hypothetical protein translation AY521625.1_00036				hypothetical protein HF920633.1_00086	HF920637.1 - hypothetical protein translation HF920637.1_00018, HF920637.1 - hypothetical protein translation HF920637.1_00138				hypothetical protein Lymph_LDV3_KX643370_00048, hypothetical protein Lymph_LDV3_KX643370_00076, hypothetical protein Lymph_LDV3_KX643370_00079, hypothetical protein Lymph_LDV3_KX643370_00108, hypothetical protein Lymph_LDV3_KX643370_00125, hypothetical protein Lymph_LDV3_KX643370_00132, hypothetical protein Lymph_LDV3_KX643370_00133		MF599468.1 - hypothetical protein translation MF599468.1_00036, MF599468.1 - hypothetical protein translation MF599468.1_00096										hypothetical protein MN803438.1_00012, hypothetical protein MN803438.1_00021, hypothetical protein MN803438.1_00094, hypothetical protein MN803438.1_00107, hypothetical protein MN803438.1_00112, hypothetical protein MN803438.1_00120, hypothetical protein MN803438.1_00125						hypothetical protein NC_005946.1_00020											
OG0000115		ORF023R ORF023R_refgen		laminin-type epidermal growth factor-like protein laminin-type epidermal growth factor-like protein_refgen	laminin-type epidermal growth factor-like protein laminin-type epidermal growth factor-like protein_refgen	laminin-type epidermal growth factor-like protein laminin-type epidermal growth factor-like protein_refgen			laminin-type epidermal growth factor-like protein laminin-type epidermal growth factor-like protein_refgen		laminin-type epidermal growth factor-like protein laminin-type epidermal growth factor-like protein_refgen				hypothetical protein MG570131.1_00026	hypothetical protein MG570132.1_00026	laminin-type epidermal growth factor-like protein laminin-type epidermal growth factor-like protein_refgen	laminin-type epidermal growth factor-like protein laminin-type epidermal growth factor-like protein_refgen	laminin-type epidermal growth factor-like protein laminin-type epidermal growth factor-like protein_refgen	ORF023R ORF023R_refgen	laminin-type epidermal growth factor-like protein laminin-type epidermal growth factor-like protein_refgen						ORF023R ORF023R_refgen				laminin-type epidermal growth factor-like protein laminin-type epidermal growth factor-like protein_refgen	laminin-type epidermal growth factor-like protein laminin-type epidermal growth factor-like protein_refgen	laminin-type epidermal growth factor-like protein laminin-type epidermal growth factor-like protein_refgen		laminin-type epidermal growth factor-like protein laminin-type epidermal growth factor-like protein_refgen		laminin-type epidermal growth factor-like protein laminin-type epidermal growth factor-like protein_refgen	laminin-type epidermal growth factor-like protein laminin-type epidermal growth factor-like protein_refgen		ORF023R ORF023R_refgen	
OG0000116				ORF050 ORF050_refgen	ORF050 ORF050_refgen	ORF50R ORF50R_refgen			ORF050 ORF050_refgen		ORF050 ORF050_refgen						ORF050 ORF050_refgen	ORF050 ORF050_refgen	ORF050 ORF050_refgen		ORF050 ORF050_refgen					ORF050 ORF050_refgen			ORF050 ORF050_refgen		ORF050 ORF050_refgen	ORF050 ORF050_refgen	ORF050 ORF050_refgen	ORF050 ORF050_refgen	ORF050 ORF050_refgen		ORF050 ORF050_refgen	ORF050 ORF050_refgen	ORF050 ORF050_refgen		
OG0000117				hypothetical protein MK689686.1_00020	hypothetical protein MK689686.1_00020				hypothetical protein MK689686.1_00020		hypothetical protein MK689686.1_00020					hypothetical protein MG570132.1_00022	hypothetical protein MK689686.1_00020	hypothetical protein MK689686.1_00020	hypothetical protein MK689686.1_00020		hypothetical protein MK689686.1_00020					hypothetical protein MK689686.1_00020			hypothetical protein MK689686.1_00020		hypothetical protein MK689686.1_00020	hypothetical protein MK689686.1_00020	hypothetical protein MK689686.1_00020	hypothetical protein MK689686.1_00020	hypothetical protein MK689686.1_00020		hypothetical protein MK689686.1_00020	hypothetical protein MK689686.1_00020	hypothetical protein MK689686.1_00020		
OG0000118				hypothetical protein MK689686.1_00078	hypothetical protein MK689686.1_00078	hypothetical protein GQ273492.1_00077			hypothetical protein MK689686.1_00078		hypothetical protein MK689686.1_00078				hypothetical protein MG570131.1_00077	hypothetical protein MG570132.1_00077	hypothetical protein MK689686.1_00078	hypothetical protein MK689686.1_00078	hypothetical protein MK689686.1_00078		hypothetical protein MK689686.1_00078									hypothetical protein NC_005946.1_00006	hypothetical protein MK689686.1_00078	hypothetical protein MK689686.1_00078					hypothetical protein MK689686.1_00078	hypothetical protein MK689686.1_00078	hypothetical protein MK689686.1_00078		OQ475017.1 - hypothetical protein translation OQ475017.1_00077
OG0000119				hypothetical protein MK689686.1_00102	hypothetical protein MK689686.1_00102				hypothetical protein MK689686.1_00102		hypothetical protein MK689686.1_00102						hypothetical protein MK689686.1_00102	hypothetical protein MK689686.1_00102	hypothetical protein MK689686.1_00102		hypothetical protein MK689686.1_00102								hypothetical protein MK689686.1_00102		hypothetical protein MK689686.1_00102	hypothetical protein MK689686.1_00102	hypothetical protein MK689686.1_00102	hypothetical protein MK689686.1_00102	hypothetical protein MK689686.1_00102		hypothetical protein MK689686.1_00102	hypothetical protein MK689686.1_00102	hypothetical protein MK689686.1_00102		OQ475017.1 - hypothetical protein translation OQ475017.1_00102
OG0000120				hypothetical protein MK689686.1_00111	hypothetical protein MK689686.1_00111	hypothetical protein GQ273492.1_00109			hypothetical protein MK689686.1_00111		hypothetical protein MK689686.1_00111				hypothetical protein MG570131.1_00109	hypothetical protein MG570132.1_00109	hypothetical protein MK689686.1_00111	hypothetical protein MK689686.1_00111	hypothetical protein MK689686.1_00111		hypothetical protein MK689686.1_00111										hypothetical protein MK689686.1_00111	hypothetical protein MK689686.1_00111					hypothetical protein MK689686.1_00111	hypothetical protein MK689686.1_00111	hypothetical protein MK689686.1_00111		OQ475017.1 - hypothetical protein translation OQ475017.1_00111
OG0000121	hypothetical protein AF303741.1_00121, hypothetical protein AF303741.1_00178, hypothetical protein AF303741.1_00195						hypothetical protein HF920633.1_00007, hypothetical protein HF920633.1_00130, hypothetical protein HF920633.1_00147, hypothetical protein HF920633.1_00174	HF920637.1 - hypothetical protein translation HF920637.1_00029, HF920637.1 - hypothetical protein translation HF920637.1_00147, HF920637.1 - hypothetical protein translation HF920637.1_00198, HF920637.1 - hypothetical protein translation HF920637.1_00218		hypothetical protein KF938901.1_00020, hypothetical protein KF938901.1_00049, hypothetical protein KF938901.1_00091, hypothetical protein KF938901.1_00115			hypothetical protein LS484712.1_00198																												
OG0000122							hypothetical protein HF920633.1_00116	HF920637.1 - hypothetical protein translation HF920637.1_00183						MF599468.1 - hypothetical protein translation MF599468.1_00023, MF599468.1 - hypothetical protein translation MF599468.1_00024, MF599468.1 - hypothetical protein translation MF599468.1_00029, MF599468.1 - hypothetical protein translation MF599468.1_00038, MF599468.1 - hypothetical protein translation MF599468.1_00054, MF599468.1 - hypothetical protein translation MF599468.1_00055, MF599468.1 - hypothetical protein translation MF599468.1_00070, MF599468.1 - hypothetical protein translation MF599468.1_00091, MF599468.1 - hypothetical protein translation MF599468.1_00101, MF599468.1 - hypothetical protein translation MF599468.1_00103, MF599468.1 - hypothetical protein translation MF599468.1_00104, MF599468.1 - hypothetical protein translation MF599468.1_00128, MF599468.1 - hypothetical protein translation MF599468.1_00145																											
OG0000123	hypothetical protein AF303741.1_00088						hypothetical protein HF920633.1_00059, hypothetical protein HF920633.1_00081, hypothetical protein HF920633.1_00119			hypothetical protein KF938901.1_00001, hypothetical protein KF938901.1_00030, hypothetical protein KF938901.1_00084, hypothetical protein KF938901.1_00119, hypothetical protein KF938901.1_00127, hypothetical protein KF938901.1_00135, hypothetical protein KF938901.1_00151, hypothetical protein KF938901.1_00158																															
OG0000124		hypothetical protein AF371960.1_00011													hypothetical protein MG570131.1_00012	hypothetical protein MG570132.1_00012				hypothetical protein AF371960.1_00011		hypothetical protein AF371960.1_00011	hypothetical protein OM037668.1_00053		hypothetical protein OM037668.1_00053		hypothetical protein AF371960.1_00011	hypothetical protein AF371960.1_00011								hypothetical protein OM037668.1_00053				hypothetical protein AF371960.1_00011	OQ475017.1 - hypothetical protein translation OQ475017.1_00011
OG0000125		hypothetical protein AF371960.1_00054													hypothetical protein MG570131.1_00054	hypothetical protein MG570132.1_00054				hypothetical protein AF371960.1_00054		hypothetical protein AF371960.1_00054	hypothetical protein OM037668.1_00101		hypothetical protein OM037668.1_00101		hypothetical protein AF371960.1_00054	hypothetical protein AF371960.1_00054								hypothetical protein OM037668.1_00101				hypothetical protein AF371960.1_00054	OQ475017.1 - hypothetical protein translation OQ475017.1_00053
