HOG	OG	Gene Tree Parent Clade	23043610003	23043610005	AB104413	AF371960	AP017456	AY894343	BD143114	GQ273492	KC244182	KT781098	KT804738	MG570131	MG570132	MK098185	MK098186	MK098187	MK689685	MK689686	MN432490	MN562489	MT128666	MT128667	MT521409	MT798582	MT926123	MT986830	MW139932	MW273353	MW273354	MW883593	MW883594	MW883595	MW883596	MW883597	MW883598	MW883599	MW883600	MW883601	MW883602	MW883603	MW883606	NC_003494	OK042108	OK042109	OL774653	OL774654	OL774655	OM037668	ON075463	ON212400	ON740976	ON743042	OP009387	OP896201	OQ475017	OQ513807	OR356116	OR536350	OR670976	PP151097	PP974677	PQ335173_PQ335174
N10.HOG0000113	OG0000113	n0			MK689686.1_00020 hypothetical protein		MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein		MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein		MG570132.1_00022 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein		MK689686.1_00020 hypothetical protein			MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein		MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein			MK689686.1_00020 hypothetical protein		MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein					MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein		MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein		MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein			MK689686.1_00020 hypothetical protein			MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	MK689686.1_00020 hypothetical protein	PQ335173_PQ335174_00004 PQ335173_PQ335174 - hypothetical protein translation
N10.HOG0000114	OG0000114	n0			MK689686.1_00058 hypothetical protein		MK689686.1_00058 hypothetical protein	MK689686.1_00058 hypothetical protein	MK689686.1_00058 hypothetical protein	GQ273492.1_00059 hypothetical protein	MK689686.1_00058 hypothetical protein	AF371960.1_00060 hypothetical protein	MK689686.1_00058 hypothetical protein	MG570131.1_00059 hypothetical protein	MG570132.1_00059 hypothetical protein	MK689686.1_00058 hypothetical protein	MK689686.1_00058 hypothetical protein	MK689686.1_00058 hypothetical protein		MK689686.1_00058 hypothetical protein	AF371960.1_00060 hypothetical protein	OM037668.1_00085 hypothetical protein			OM037668.1_00085 hypothetical protein	MK689686.1_00058 hypothetical protein	AF371960.1_00060 hypothetical protein	MK689686.1_00058 hypothetical protein	MK689686.1_00058 hypothetical protein			AF371960.1_00060 hypothetical protein		AF371960.1_00060 hypothetical protein	AF371960.1_00060 hypothetical protein	AF371960.1_00060 hypothetical protein	MK689686.1_00058 hypothetical protein					AF371960.1_00060 hypothetical protein	AF371960.1_00060 hypothetical protein		MK689686.1_00058 hypothetical protein	MK689686.1_00058 hypothetical protein	MK689686.1_00058 hypothetical protein	MK689686.1_00058 hypothetical protein	MK689686.1_00058 hypothetical protein	OM037668.1_00085 hypothetical protein	MK689686.1_00058 hypothetical protein	AF371960.1_00060 hypothetical protein	MK689686.1_00058 hypothetical protein	MK689686.1_00058 hypothetical protein	AF371960.1_00060 hypothetical protein		OQ475017.1_00058 OQ475017.1 - hypothetical protein translation	AF371960.1_00060 hypothetical protein			AF371960.1_00060 hypothetical protein		AF371960.1_00060 hypothetical protein	PQ335173_PQ335174_00082 PQ335173_PQ335174 - hypothetical protein translation
N10.HOG0000115	OG0000115	n0			GQ273492.1_00016 hypothetical protein		GQ273492.1_00016 hypothetical protein		GQ273492.1_00016 hypothetical protein	GQ273492.1_00016 hypothetical protein		AF371960.1_00016 hypothetical protein		MG570131.1_00017 hypothetical protein	MG570132.1_00017 hypothetical protein		GQ273492.1_00016 hypothetical protein				AF371960.1_00016 hypothetical protein		AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein		GQ273492.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein				AF371960.1_00016 hypothetical protein		AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein						AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein		GQ273492.1_00016 hypothetical protein							AF371960.1_00016 hypothetical protein			AF371960.1_00016 hypothetical protein		OQ475017.1_00016 OQ475017.1 - hypothetical protein translation	AF371960.1_00016 hypothetical protein			AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	AF371960.1_00016 hypothetical protein	PQ335173_PQ335174_00009 PQ335173_PQ335174 - hypothetical protein translation
N10.HOG0000116	OG0000116	n0						AF371960.1_00011 hypothetical protein				AF371960.1_00011 hypothetical protein		MG570131.1_00012 hypothetical protein	MG570132.1_00012 hypothetical protein						AF371960.1_00011 hypothetical protein	OM037668.1_00053 hypothetical protein	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	OM037668.1_00053 hypothetical protein		AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein				AF371960.1_00011 hypothetical protein		AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein						AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein							OM037668.1_00053 hypothetical protein		AF371960.1_00011 hypothetical protein			AF371960.1_00011 hypothetical protein		OQ475017.1_00011 OQ475017.1 - hypothetical protein translation	AF371960.1_00011 hypothetical protein			AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	AF371960.1_00011 hypothetical protein	PQ335173_PQ335174_00014 PQ335173_PQ335174 - hypothetical protein translation
N10.HOG0000117	OG0000117	n0										AF371960.1_00054 hypothetical protein		MG570131.1_00054 hypothetical protein	MG570132.1_00054 hypothetical protein						AF371960.1_00054 hypothetical protein	OM037668.1_00101 hypothetical protein	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	OM037668.1_00101 hypothetical protein		AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein				AF371960.1_00054 hypothetical protein		AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein						AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein							OM037668.1_00101 hypothetical protein		AF371960.1_00054 hypothetical protein			AF371960.1_00054 hypothetical protein		OQ475017.1_00053 OQ475017.1 - hypothetical protein translation	AF371960.1_00054 hypothetical protein			AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	AF371960.1_00054 hypothetical protein	PQ335173_PQ335174_00087 PQ335173_PQ335174 - hypothetical protein translation
N10.HOG0000118	OG0000118	n0			laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein		laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	laminin-type epidermal growth factor-like protein_ref_gen laminin-type epidermal growth factor-like protein	laminin-type epidermal growth factor-like protein_ref_gen laminin-type epidermal growth factor-like protein	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	laminin-type epidermal growth factor-like protein_ref_gen laminin-type epidermal growth factor-like protein	ORF023R_refgen ORF023R	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	MG570131.1_00026 hypothetical protein	MG570132.1_00026 hypothetical protein	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein		laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein			ORF023R_refgen ORF023R	ORF023R_refgen ORF023R			ORF023R_ref gen ORF023R															ORF023R_refgen ORF023R			laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein	laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein		laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein		laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein		laminin-type epidermal growth factor-like protein_refgen laminin-type epidermal growth factor-like protein		ORF023R_ref gen ORF023R			ORF023R_refgen ORF023R				ORF023R_refgen ORF023R		TSIV_ORF1 PQ335173_PQ335174 - ORF1 gene translation
N10.HOG0000119	OG0000119	n0										AF371960.1_00074 hypothetical protein									AF371960.1_00074 hypothetical protein	OM037668.1_00062 hypothetical protein	AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein	OM037668.1_00062 hypothetical protein		AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein				AF371960.1_00074 hypothetical protein		AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein						AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein							OM037668.1_00062 hypothetical protein		AF371960.1_00074 hypothetical protein			AF371960.1_00074 hypothetical protein			AF371960.1_00074 hypothetical protein				AF371960.1_00074 hypothetical protein	AF371960.1_00074 hypothetical protein	
N10.HOG0000120	OG0000120	n0			MK689686.1_00078 hypothetical protein		MK689686.1_00078 hypothetical protein	MK689686.1_00078 hypothetical protein	MK689686.1_00078 hypothetical protein	GQ273492.1_00077 hypothetical protein	MK689686.1_00078 hypothetical protein		MK689686.1_00078 hypothetical protein	MG570131.1_00077 hypothetical protein	MG570132.1_00077 hypothetical protein	MK689686.1_00078 hypothetical protein	MK689686.1_00078 hypothetical protein	MK689686.1_00078 hypothetical protein		MK689686.1_00078 hypothetical protein	MK689686.1_00078 hypothetical protein							MK689686.1_00078 hypothetical protein	GQ273492.1_00077 hypothetical protein					MK689686.1_00078 hypothetical protein			MK689686.1_00078 hypothetical protein								MK689686.1_00078 hypothetical protein	MK689686.1_00078 hypothetical protein	GQ273492.1_00077 hypothetical protein	GQ273492.1_00077 hypothetical protein	GQ273492.1_00077 hypothetical protein		MK689686.1_00078 hypothetical protein		MK689686.1_00078 hypothetical protein	MK689686.1_00078 hypothetical protein	MK689686.1_00078 hypothetical protein		OQ475017.1_00077 OQ475017.1 - hypothetical protein translation					MK689686.1_00078 hypothetical protein	MK689686.1_00078 hypothetical protein	
N10.HOG0000121	OG0000121	n0								GQ273492.1_00058 hypothetical protein		AF371960.1_00059 hypothetical protein											AF371960.1_00059 hypothetical protein	AF371960.1_00059 hypothetical protein			AF371960.1_00059 hypothetical protein					AF371960.1_00059 hypothetical protein			AF371960.1_00059 hypothetical protein	AF371960.1_00059 hypothetical protein						AF371960.1_00059 hypothetical protein	AF371960.1_00059 hypothetical protein			GQ273492.1_00058 hypothetical protein, GQ273492.1_00058 hypothetical protein						AF371960.1_00059 hypothetical protein						AF371960.1_00059 hypothetical protein			AF371960.1_00059 hypothetical protein	AF371960.1_00059 hypothetical protein	AF371960.1_00059 hypothetical protein	
N10.HOG0000122	OG0000122	n0			ORF050_refgen ORF050		ORF050_refgen ORF050	ORF049_ref_gen ORF050	ORF050_ref_gen ORF050	ORF50R_refgen ORF50R	ORF050_ref_gen ORF050		ORF049_refgen ORF050			ORF049_refgen ORF050	ORF049_refgen ORF050	ORF049_refgen ORF050		ORF050_refgen ORF050						ORF050_refgen ORF050	ORF50R_ref gen ORF50R	ORF049_ref gen ORF050	ORF050_refgen ORF050								ORF050_refgen ORF050								ORF050_refgen ORF050	ORF050_refgen ORF050	ORF050_refgen ORF050	ORF050_refgen ORF050	ORF050_refgen ORF050		ORF050_refgen ORF050		ORF050_refgen ORF050	ORF050_refgen ORF050	ORF50R_ref gen ORF50R									
N10.HOG0000123	OG0000123	n0			MK689686.1_00111 hypothetical protein		MK689686.1_00111 hypothetical protein	MK689686.1_00111 hypothetical protein	MK689686.1_00111 hypothetical protein	GQ273492.1_00109 hypothetical protein	MK689686.1_00111 hypothetical protein		MK689686.1_00111 hypothetical protein	MG570131.1_00109 hypothetical protein	MG570132.1_00109 hypothetical protein	MK689686.1_00111 hypothetical protein	MK689686.1_00111 hypothetical protein	MK689686.1_00111 hypothetical protein		MK689686.1_00111 hypothetical protein									GQ273492.1_00109 hypothetical protein								MK689686.1_00111 hypothetical protein								MK689686.1_00111 hypothetical protein	MK689686.1_00111 hypothetical protein	GQ273492.1_00109 hypothetical protein	GQ273492.1_00109 hypothetical protein	GQ273492.1_00109 hypothetical protein		MK689686.1_00111 hypothetical protein		MK689686.1_00111 hypothetical protein	MK689686.1_00111 hypothetical protein			OQ475017.1_00111 OQ475017.1 - hypothetical protein translation							
N10.HOG0000124	OG0000124	n0			MK689686.1_00102 hypothetical protein		MK689686.1_00102 hypothetical protein	MK689686.1_00102 hypothetical protein	MK689686.1_00102 hypothetical protein		MK689686.1_00102 hypothetical protein		MK689686.1_00102 hypothetical protein			MK689686.1_00102 hypothetical protein	MK689686.1_00102 hypothetical protein	MK689686.1_00102 hypothetical protein		MK689686.1_00102 hypothetical protein									MK689686.1_00102 hypothetical protein								MK689686.1_00102 hypothetical protein								MK689686.1_00102 hypothetical protein	MK689686.1_00102 hypothetical protein	MK689686.1_00102 hypothetical protein	MK689686.1_00102 hypothetical protein	MK689686.1_00102 hypothetical protein		MK689686.1_00102 hypothetical protein		MK689686.1_00102 hypothetical protein	MK689686.1_00102 hypothetical protein			OQ475017.1_00102 OQ475017.1 - hypothetical protein translation							
N10.HOG0000125	OG0000125	n0																				OM037668.1_00006 hypothetical protein, OM037668.1_00125 hypothetical protein, OM037668.1_00133 hypothetical protein			OM037668.1_00006 hypothetical protein, OM037668.1_00125 hypothetical protein, OM037668.1_00133 hypothetical protein																									OM037668.1_00006 hypothetical protein, OM037668.1_00125 hypothetical protein, OM037668.1_00133 hypothetical protein														
N10.HOG0000126	OG0000126	n0																				OM037668.1_00066 hypothetical protein, OM037668.1_00131 hypothetical protein, OM037668.1_00132 hypothetical protein			OM037668.1_00066 hypothetical protein, OM037668.1_00131 hypothetical protein, OM037668.1_00132 hypothetical protein																									OM037668.1_00066 hypothetical protein, OM037668.1_00131 hypothetical protein, OM037668.1_00132 hypothetical protein														
N10.HOG0000127	OG0000127	n0																				OM037668.1_00128 hypothetical protein, OM037668.1_00121 hypothetical protein			OM037668.1_00128 hypothetical protein, OM037668.1_00121 hypothetical protein																									OM037668.1_00128 hypothetical protein, OM037668.1_00122 hypothetical protein, OM037668.1_00121 hypothetical protein														
N10.HOG0000128	OG0000128	n0																				OM037668.1_00015 Serine proteinase inhibitor 1, OM037668.1_00071 Serine proteinase inhibitor 2			OM037668.1_00015 Serine proteinase inhibitor 1, OM037668.1_00071 Serine proteinase inhibitor 2																									OM037668.1_00015 Serine proteinase inhibitor 1, OM037668.1_00071 Serine proteinase inhibitor 2														
N10.HOG0000129	OG0000129	n0																				OM037668.1_00067 hypothetical protein, OM037668.1_00126 hypothetical protein			OM037668.1_00067 hypothetical protein, OM037668.1_00126 hypothetical protein																									OM037668.1_00067 hypothetical protein, OM037668.1_00126 hypothetical protein														
N10.HOG0000130	OG0000130	n0																																																								AF371960.1_00028 hypothetical protein			AF371960.1_00028 hypothetical protein			
